,LR,DO,n_hidden,mean acc,std acc
918,0.09000000000000001,0.5,64,0.8487500000000001,0.008570662168117476
919,0.095,0.5,64,0.8378500000000001,0.019789264766534406
920,0.1,0.5,64,0.8463999999999998,0.002847586697538815
921,0.10500000000000001,0.5,64,0.8412,0.011112099261615672
922,0.11,0.5,64,0.84245,0.014087139525112962
923,0.115,0.5,64,0.842225,0.0059400126262492345
924,0.12000000000000001,0.5,64,0.8364749999999999,0.00797785998874387
925,0.125,0.5,64,0.836525,0.002913760456866716
926,0.13,0.5,64,0.831475,0.008079062445605908
927,0.135,0.5,64,0.8309,0.01103500113275933
928,0.14,0.5,64,0.8371000000000001,0.008496102047409729
929,0.14500000000000002,0.5,64,0.803125,0.021412759046886047
930,0.15,0.5,64,0.7228999999999999,0.14295343210290545
931,0.155,0.5,64,0.7898750000000001,0.06522609715443656
932,0.16,0.5,64,0.44877500000000003,0.2141176720871026
933,0.165,0.5,64,0.576325,0.15934513641777712
934,0.17,0.5,64,0.527475,0.21748980435873308
935,0.17500000000000002,0.5,64,0.297325,0.12280774100194172
936,0.18000000000000002,0.5,64,0.349925,0.12247251222213089
937,0.185,0.5,64,0.49577499999999997,0.16598526666544838
938,0.19,0.5,64,0.400575,0.10043560125772136
939,0.195,0.5,64,0.4715,0.1556708265861012
940,0.2,0.5,64,0.47372499999999995,0.20012003273035908
941,0.20500000000000002,0.5,64,0.521,0.1420832282502055
942,0.21000000000000002,0.5,64,0.35035000000000005,0.12348626947964701
943,0.215,0.5,64,0.524975,0.14821876568100276
944,0.22,0.5,64,0.518425,0.1370732605215182
945,0.225,0.5,64,0.497025,0.2007002335574127
946,0.23,0.5,64,0.3517,0.12331336099547364
947,0.23500000000000001,0.5,64,0.45077500000000004,0.004690015991443943
948,0.24000000000000002,0.5,64,0.31875,0.11100523636297524
949,0.245,0.5,64,0.46980000000000005,0.19529741101714584
950,0.25,0.5,64,0.401175,0.10133596967513558
951,0.255,0.5,64,0.4185,0.22062021949495017
952,0.26,0.5,64,0.4243,0.053985275770343163
953,0.265,0.5,64,0.45077500000000004,0.00401823966433063
954,0.27,0.5,64,0.28752500000000003,0.1354798278342573
955,0.275,0.5,64,0.404,0.2269705515039341
956,0.28,0.5,64,0.470925,0.1938749693745946
957,0.28500000000000003,0.5,64,0.30922499999999997,0.1234959108634776
958,0.29000000000000004,0.5,64,0.29479999999999995,0.08200261428759449
959,0.295,0.5,64,0.41500000000000004,0.07284975977997457
960,0.3,0.5,64,0.264425,0.10988862543502853
961,0.305,0.5,64,0.34907499999999997,0.12293073761268984
962,0.31,0.5,64,0.328925,0.1552399875998449
963,0.315,0.5,64,0.450725,0.0037353045391239543
964,0.32,0.5,64,0.242225,0.08142613216897877
965,0.325,0.5,64,0.38075000000000003,0.09375986614751537
966,0.33,0.5,64,0.2683,0.15132290804765813
967,0.335,0.5,64,0.276975,0.14130751926206897
968,0.34,0.5,64,0.33845000000000003,0.13724785062069278
969,0.34500000000000003,0.5,64,0.1793,0.026808883788774204
970,0.35000000000000003,0.5,64,0.261275,0.15469868696921768
971,0.35500000000000004,0.5,64,0.349075,0.12285020350003494
972,0.36,0.5,64,0.23650000000000002,0.12872604146014902
973,0.365,0.5,64,0.23179999999999995,0.11223765522319148
974,0.37,0.5,64,0.21574999999999997,0.1282721228482635
975,0.375,0.5,64,0.18625,0.08809330990489574
976,0.38,0.5,64,0.215125,0.1232073201964883
977,0.385,0.5,64,0.23962499999999998,0.11077798743432742
978,0.39,0.5,64,0.24042499999999997,0.10691651532854968
979,0.395,0.5,64,0.25505,0.12003225087450456
980,0.4,0.5,64,0.13670000000000002,0.055714428113371135
981,0.405,0.5,64,0.2759,0.14276393101900772
982,0.41000000000000003,0.5,64,0.167575,0.09114310862594056
983,0.41500000000000004,0.5,64,0.130125,0.04677833365993278
984,0.42000000000000004,0.5,64,0.20249999999999999,0.13146194791649785
985,0.425,0.5,64,0.27690000000000003,0.15138781737643225
986,0.43,0.5,64,0.249275,0.1538759321661448
987,0.435,0.5,64,0.288575,0.1339764111700265
988,0.44,0.5,64,0.2743,0.14819947705710707
989,0.445,0.5,64,0.17925000000000002,0.13899912319867347
990,0.45,0.5,64,0.194525,0.13207001930794135
991,0.455,0.5,64,0.199475,0.13361940820853832
992,0.46,0.5,64,0.20482500000000003,0.06775219553638097
993,0.465,0.5,64,0.15437499999999998,0.021983090092159475
